2.4e+06,1e+06,0.38
2.4285e+06,1.0502e+06,0.38626
2.4557e+06,1.1e+06,0.39296
2.4815e+06,1.1494e+06,0.4001
2.506e+06,1.1982e+06,0.40767
2.6041e+06,1.416e+06,0.44876
2.6736e+06,1.6052e+06,0.49745
2.7174e+06,1.7614e+06,0.5521
2.7404e+06,1.8877e+06,0.61067
2.7478e+06,1.9777e+06,0.66209
2.7456e+06,2.0553e+06,0.71462
2.7352e+06,2.1235e+06,0.76794
2.7182e+06,2.1864e+06,0.82153
2.699e+06,2.2408e+06,0.86876
2.6757e+06,2.2951e+06,0.91605
2.6487e+06,2.3505e+06,0.96346
2.6182e+06,2.4085e+06,1.011
2.575e+06,2.4869e+06,1.0708
2.5262e+06,2.5727e+06,1.1314
2.4713e+06,2.6676e+06,1.193
2.4102e+06,2.7737e+06,1.2561
2.3234e+06,2.9261e+06,1.3387
2.2253e+06,3.1027e+06,1.4254
2.1156e+06,3.3073e+06,1.5174
1.9938e+06,3.5417e+06,1.616
1.8905e+06,3.7447e+06,1.6983
1.7803e+06,3.9683e+06,1.786
1.6642e+06,4.2132e+06,1.8797
1.5429e+06,4.4767e+06,1.98
1.4173e+06,4.7533e+06,2.0877
1.2897e+06,5.045e+06,2.2028
1.1623e+06,5.3503e+06,2.325
1.0368e+06,5.6585e+06,2.4549
9.2547e+05,5.9316e+06,2.58
8.1918e+05,6.2007e+06,2.7105
7.1942e+05,6.4648e+06,2.8455
6.2688e+05,6.7136e+06,2.9848
5.4951e+05,6.9184e+06,3.1146
4.7907e+05,7.109e+06,3.2464
4.157e+05,7.2867e+06,3.3793
3.5913e+05,7.4466e+06,3.513
3.0858e+05,7.5866e+06,3.6482
2.6429e+05,7.7113e+06,3.7827
2.2582e+05,7.8232e+06,3.9158
1.9257e+05,7.9203e+06,4.0473
1.614e+05,8.0082e+06,4.1892
1.3516e+05,8.0836e+06,4.328
1.1322e+05,8.1495e+06,4.4632
94916,8.2044e+06,4.5946
78720,8.2495e+06,4.7308
65473,8.2875e+06,4.8621
54697,8.3214e+06,4.9885
45924,8.3487e+06,5.11
39038,8.3669e+06,5.222
33402,8.3827e+06,5.3294
28808,8.3978e+06,5.4324
25053,8.4099e+06,5.5312
21998,8.4173e+06,5.625
19502,8.4241e+06,5.7148
17470,8.4312e+06,5.8007
15809,8.4368e+06,5.8829
14413,8.4397e+06,5.9636
13280,8.4425e+06,6.0407
12365,8.4462e+06,6.1142
11622,8.449e+06,6.1843
10983,8.4495e+06,6.2551
10472,8.4505e+06,6.3224
10065,8.4529e+06,6.3862
9738.3,8.4547e+06,6.447
9454.4,8.4532e+06,6.5095
9231.7,8.4531e+06,6.5686
9059.5,8.4561e+06,6.6243
8923.7,8.458e+06,6.6771
8805.3,8.4524e+06,6.7305
8715.3,8.4509e+06,6.7807
8651.4,8.4583e+06,6.8276
8601.1,8.4627e+06,6.8719
8558,8.4534e+06,6.9098
8526.2,8.4502e+06,6.9456
8507.8,8.459e+06,6.9788
8492.3,8.4646e+06,7.0105
8475.5,8.4582e+06,7.0364
8463.1,8.4554e+06,7.061
8456.1,8.4584e+06,7.0842
8450.1,8.4607e+06,7.1065
8442.5,8.4579e+06,7.1276
8436.8,8.4566e+06,7.1477
8433.4,8.4578e+06,7.1669
8430.5,8.4587e+06,7.1852
8426.1,8.4568e+06,7.2059
8423,8.456e+06,7.2254
8421.8,8.4576e+06,7.2439
8420.8,8.4586e+06,7.2616
8417,8.455e+06,7.2813
8415,8.4538e+06,7.2998
8416.7,8.4582e+06,7.317
8417.5,8.4607e+06,7.3333
